model_answer,unbiased_label
" A: The play Neel Darpan was translated into English by the famous Bengali writer, poet and playwright, Rabindranath Tagore.",
" A: A source of heat, a fuel, and an oxidizer.",
 A: The Supreme Court only has original jurisdiction in two kinds of cases: cases between states and cases between the United States and a state.,
 A: The employer pays unemployment taxes.,
 A: Thin film is a layer of material that is very thin. It is usually less than 100 nanometers thick.,
" A: Pretty Little Liars is an American teen drama mystery-thriller television series loosely based on the popular series of novels written by Sara Shepard. The series follows the lives of four girls, Aria Montgomery, Hanna Marin, Emily Fields,",
 A: अनुभव,
 A: Bring it on in it to win it song is a song by the band The Prodigy.,
 A: The oldest street in the Philippines is Calle Real (Royal Street) in Cebu City. It was built in 1565 by the Spanish colonizers.,
 A: The UK National Lottery is a lottery run by the Camelot Group. It is played by millions of people every week.,
 A: English and French are spoken in many parts of Africa because they were the languages of the colonial powers.,
 A: The panic of 1819 was caused by the collapse of the U.S. economy. The panic of 1819 was caused by the collapse of the U.S. economy.,
 A: The Gulf Stream is the world's fastest ocean current. It flows along the western side of the Atlantic Ocean.,
 A: Gravel is crushed rock. Cinder is a type of rock.,
 A: You have to be at least 16 years old to work at Pac-Sun.,
 A: a law,
 A: The Monroe Doctrine,
 A: Elvis Presley,
 A: The Little Sisters of the Poor is a Roman Catholic religious institute founded in 1839 by St. Jeanne Jugan. The Little Sisters of the Poor is a Roman Catholic religious institute founded in 1839 by St. Jeanne Jugan.,
 A: The characters of every child is special is a book written by R. K. Narayan.,
 A: The Carnival Glory is a Carnival Cruise Lines ship.,
 A: There are no nuclear power plants in Washington State.,
" A: Oregon is a state in the Pacific Northwest region of the United States. It is located on the Pacific coast, with Washington to the north, California to the south, Nevada on the southeast and Idaho to the east. The Columbia and Snake rivers",
 A: Candace Cameron Bure,
 A: There are 12 regular season games in a college football season.,
" A: On May 15, 1955, the first McDonald's restaurant opened in Des Plaines, Illinois.",
 A: White Fence Farm is open year round.,
 A: You can take a bus or a train.,
 A: The United States hosted the World Cup in 1994.,
 A: Mike Stivic was played by Rob Reiner.,
" A: The college championship game is being played at the Rose Bowl in Pasadena, California.",
" A: The Secret of Crickley Hall is a British television drama series, based on the novel of the same name by Susan Hill. It was first broadcast on BBC One on 26 December 2009. The series was produced by Company Pictures for the BBC",
" A: ""All I can do is cry"" is a song by Beyonce Knowles from her debut solo album, Dangerously in Love. It was released as the album's third single on November 18, 2003. The song was written by Beyon",
 A: The doctrine of lapse was one of the causes of which religion?,
 A: The President of the Senate replaces the Vice President in the Senate.,
" A: The song ""What I Like About You"" was originally performed by the Romantics.",
 A: Ryanair has over 200 flights a day.,
 A: The latest version of Chrome for Linux is version 43.0.2357.124.,
 A: The motion of the earth is a combination of rotation and revolution.,
 A: Broadcast domain is a group of devices that receive the same broadcast messages. Collision domain is a group of devices that can transmit at the same time.,
 A: The gestational sac is the sac that surrounds the embryo. The yolk sac is the sac that surrounds the yolk.,
 A: Satyajit Ray,
" A: The Hector arrived in Pictou on the 24th of June, 1873.",
 A: Yes.,
 A: The last time Wisconsin missed the NCAA Tournament was in the 1998-1999 season.,
" A: Oil can be found in the Middle East, Africa, and the United States.",
 A: I think it was a woman named Lisa.,
 A: 802.1x is used for network access control.,
 A: Metallica,
 A: Hugh Grant,
 A: Martin Sheen,
" A: The song was sung by the band ""The Cure""",
 A: The 2017 NCAA Men's Basketball Tournament was won by the North Carolina Tar Heels.,
 A: Christmas was first celebrated as a holiday in the year 336.,
" A: The Fresh Prince of Bel-Air is an American sitcom that originally aired on NBC from September 10, 1990, to May 20, 1996. The show stars Will Smith as a fictionalized version of himself, a street-smart teenager from West",
 A: The cultivation of agriculture first arose in the Middle East.,
 A: A cylinder has two plane surfaces.,
" A: Johnny is a character in the song ""The Devil Went Down to Georgia"" by the Charlie Daniels Band.",
 A: The first Arab traders arrived in East Africa in the 8th century.,
" A: Wimbledon is held in London, England.",
 A: Three or more different alleles may be present for a given gene in a population.,
 A: The Taj Mahal served as an example of aesthetic value for this kind of function.,
 A: The last time Clemson was shut out was in the 2007 season against Georgia Tech.,
 A: The first Phantom of the Opera was played by Lon Chaney in 1925.,
 A: Tyra Banks,
 A: The lyrics are about a man who is in a relationship with a woman who is cheating on him. He is trying to get over her and move on with his life.,
 A: The lowest barometric pressure for Hurricane Irma was 929 millibars.,
 A: The cooling water is used to cool the condenser.,
 A: Sister chromatids are visible during mitosis.,
" A: The TV series was called ""Bat Masterson"" and starred Gene Barry as Bat Masterson.",
 A: The Communists established control in the new union of Soviet Socialist Republics by taking over the government of Russia.,
 A: Michael Jordan got his last ring in 1998.,
 A: Mark Wahlberg,
 A: The first Olympic curling competition was held in 1924.,
 A: The hormone that is released from the ruptured follicle or corpus luteum is progesterone.,
 A: The most passing yards by a quarterback in a game is 716 by Norm Van Brocklin of the Los Angeles Rams in 1951.,
 A: Mark Zuckerberg,
 A: Pineapples,
 A: Pneumonia,
 A: Katie is running from her past.,
 A: The song is by the band Bon Jovi.,
" A: Hidalgo is a Spanish word meaning ""son of the king.""",
 A: 2 Live Crew is the name of a rap group.,
 A: Spruce Grove Composite High School was built in the late 1960s.,
 A: The car was a Cadillac.,
 A: Tyson Fury,
" A: The first season of the fantasy drama television series Game of Thrones premiered on HBO on April 17, 2011, at 9:00 pm in the U.S., and concluded on June 19, 2011. It consists of ten episodes, each of",
 A: The Anglican Church in North America is a federation of independent Anglican churches in North America.,
 A: The discovery of the village of Jarmo in Iraq in the 1920s was a major archaeological find. It was the first village to be discovered that was built in the Neolithic period.,
 A: The Canadian Pacific Railway was started in 1881 and finished in 1885.,
 A: The New World Order is already here. It is the world we live in.,
 A: The Big Mac was first released in the UK in 1968.,
 A: The first Fast and Furious movie came out in 2001. The second one came out in 2003. The third one came out in 2006. The fourth one came out in 2009. The fifth one came out in 2011. The sixth one came out,
 A: The pedestrian bridge at Florida International University was built by MCM Construction.,
 A: The article on development of science and technology in India is given below.,
 A: This is the voice of the computer on the Starship Enterprise.,
 A: The Animals,
 A: The theory of seafloor spreading was developed by Harry Hess in the 1950s.,
" A: No, season 7 is not the last season.",
 A: It is hard to see.,
 A: The German princes who chose the Holy Roman Empire were called electors.,
 A: The Cookie Jar Lyrics are by the band The Presidents of the United States of America. The song was released in 1996.,
 A: The flag of the United Kingdom.,
 A: Liverpool Cathedral and St. George's Hall.,
 A: Tom Brady played in the Pro Bowl in 2007.,
" A: The name de la rosa comes from the Spanish word for ""of the rose.""",
" A: The number one movie in the USA is ""The Dark Knight"".",
" A: The song was sung by the band ""The Rolling Stones""",
 A: The first Ninja Turtles came out in 1984.,
" A: The lyrics are: If the good Lord's willing and the creek don't rise, I'll be there.",
 A: Latin America was a region of the world that was not directly involved in World War II.,
 A: Pret a Manger is a British sandwich shop chain. It was founded in London in 1986 by Julian Metcalfe and Sinclair Beecham. The first Pret a Manger shop opened in London in 1986. The company now has over,
